lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,lm21_x,lm21_y,lm21_z,lm22_x,lm22_y,lm22_z,lm23_x,lm23_y,lm23_z,lm24_x,lm24_y,lm24_z,lm25_x,lm25_y,lm25_z,lm26_x,lm26_y,lm26_z,lm27_x,lm27_y,lm27_z,lm28_x,lm28_y,lm28_z,lm29_x,lm29_y,lm29_z,lm30_x,lm30_y,lm30_z,lm31_x,lm31_y,lm31_z,lm32_x,lm32_y,lm32_z,lm33_x,lm33_y,lm33_z,lm34_x,lm34_y,lm34_z,lm35_x,lm35_y,lm35_z,lm36_x,lm36_y,lm36_z,lm37_x,lm37_y,lm37_z,lm38_x,lm38_y,lm38_z,lm39_x,lm39_y,lm39_z,lm40_x,lm40_y,lm40_z,lm41_x,lm41_y,lm41_z,label
0.0,0.0,0.0,0.1271535133809451,-0.10931521347380069,0.0378947329354389,0.18039064739708016,-0.29467987149049846,0.04917231780123508,0.22158283389817435,-0.44033762651651537,0.0333143694774005,0.25351512445683355,-0.5477685061537083,0.02636367055211781,0.06918820027505439,-0.5245435161861504,0.08979951678728695,0.12176809198811411,-0.7334550070122882,0.08447709380184316,0.1662935756957219,-0.8546280576565194,0.0808190086322736,0.19828012897927103,-0.9404755669303888,0.07291093237056286,0.024181710315416497,-0.5367070659963413,0.036645349100098035,0.05769896540883592,-0.7927653252416024,0.004056628128979399,0.11932351454703184,-0.9117490543623696,-0.009104883070600535,0.1737169121979452,-1.0,-0.015478720545185046,-0.013244563333498743,-0.5123060211797166,-0.021225826605686206,0.13721035005112187,-0.7173295895798749,-0.06261906293645453,0.19258855997493693,-0.5915646147442589,-0.025984933998723304,0.18824431594332014,-0.49277354258277306,0.012188361706775308,-0.009459402981709547,-0.4409084544333933,-0.08136141989391273,0.14723942102506238,-0.5806393207423272,-0.1163337460854571,0.21725196524764265,-0.5062175767079011,-0.09614938077501904,0.2310148336600998,-0.4271942303608174,-0.07158157413561761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taishakuten_in
0.0,0.0,0.0,0.11243457989362234,-0.09809934674653657,0.02021592129404432,0.1731917517829792,-0.2862037084579321,0.02316080620152221,0.22112963429419347,-0.43520970007446025,0.0037958928382108613,0.24834645092862848,-0.5421076200112815,-0.0057682521223854045,0.06810509449824859,-0.5177496115741876,0.06483701963313666,0.12151853526169976,-0.7250329708917044,0.05436733198642347,0.16501695075466385,-0.8470601570671529,0.04801336446412939,0.19403791174680812,-0.9309738993825114,0.03869523256762679,0.020681391322307733,-0.5315538271871076,0.02049489203854095,0.05851779983710307,-0.7893978894943695,-0.015671018547226388,0.11952982111870754,-0.9094370480628321,-0.030988490501959527,0.1753184235297714,-1.0,-0.03909318129896966,-0.019906219904203656,-0.5076049219428435,-0.028578103233863714,0.13425417564749106,-0.7161996734328885,-0.07302733270379035,0.18532183127770602,-0.5846786337601045,-0.037851786440640155,0.1808098443771021,-0.4831639510494046,-0.001204471133143749,-0.019468354466055836,-0.435535913077893,-0.08095281276138276,0.14182717366603975,-0.5677810314365198,-0.11949602816144049,0.20812418525791115,-0.4888629225714936,-0.10111394529141357,0.21991670583836362,-0.4099849941295751,-0.07782248860690336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taishakuten_in
0.0,0.0,0.0,0.1226636856719459,-0.1064042427339858,0.03260309454678552,0.1795639821077573,-0.2818663506281793,0.038705646232682196,0.2258509909523478,-0.428253635431295,0.018804199054668985,0.25582939568619445,-0.5336019646216379,0.007949703318892715,0.07635788934508049,-0.5134638869653803,0.0818422090902504,0.13075403185786597,-0.7249071962545389,0.07349452876321845,0.17453963181953522,-0.8459114873582704,0.06788353755846954,0.20523221042892784,-0.9303120946609612,0.05919846239142851,0.03144439874923139,-0.5275047314509441,0.03198470741969743,0.06780705376913257,-0.7881572339008033,-0.0011142542957317829,0.12899307080577835,-0.9085468499203154,-0.014430657673131982,0.18402820161513883,-1.0,-0.021135044919219338,-0.008345848814884193,-0.5055225928921572,-0.022572971345157157,0.14380145702450772,-0.7111599641105614,-0.062464183801564495,0.1953143092309781,-0.5802510335610742,-0.024589147599119995,0.18978494286323797,-0.47861271519688425,0.013733325684153311,-0.00999943245404589,-0.4340396808737584,-0.07990803133248292,0.14770329980914484,-0.566609467636191,-0.11423850999047344,0.21520080574413544,-0.4885674427120825,-0.0942265259296736,0.22864273238867827,-0.4079655787656817,-0.06992092036527053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taishakuten_in
0.0,0.0,0.0,0.11501352768751742,-0.10762019872494481,0.03232077999451452,0.17931522425952895,-0.29110789927315583,0.03711475445621034,0.23207591589787158,-0.4350529814498939,0.016405343364551732,0.25191368993473795,-0.5416494939229479,0.004988455716721912,0.07205037865656326,-0.5210929358243953,0.07935360135481548,0.12840367972940728,-0.7208094327653647,0.07220909486430666,0.1717197372796071,-0.8397479295720581,0.06760113828470268,0.20214334973283857,-0.9236319569098025,0.05858206436044746,0.023036306424929705,-0.535546383768263,0.026882790000025504,0.058270436480275155,-0.7945049582034933,-0.009719878044712141,0.12032940490397936,-0.9132649990106445,-0.024371977639598953,0.17505739944932666,-1.0,-0.031794143614307234,-0.018213707525248937,-0.5120547789414834,-0.029778263085231432,0.14316638763356965,-0.7093063014595519,-0.07314208560423865,0.19740050156870867,-0.5752966516559792,-0.03758018835160013,0.19302643412707932,-0.4723175843640375,-0.0012372406640171697,-0.01611730125069773,-0.4384007408917734,-0.08888813052930539,0.15221935384898272,-0.5594514807472477,-0.12400109331873174,0.2088078327905902,-0.4708847637300315,-0.10326862125318946,0.21003048844756922,-0.386721413958221,-0.07946820818618555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taishakuten_in
0.0,0.0,0.0,0.12158369662949522,-0.10921818188331298,0.03254811264033877,0.1803138735550246,-0.29043047460747895,0.03742737637006792,0.23377250077913145,-0.4340219303116168,0.015645947147444092,0.2614864395304434,-0.5469745698657028,0.002591532987132869,0.07263117170624415,-0.5289390558001411,0.08397723675329313,0.12414580325766504,-0.7318594912540255,0.07442234022553276,0.17180532818449834,-0.8528698904200862,0.06676945582714763,0.20587622735593233,-0.9369726712924985,0.056744111665976676,0.028191626933947563,-0.5399287497716339,0.03117622782283464,0.06834003804310836,-0.7948474872562752,-0.004519006512145315,0.13495079829629922,-0.9133918189405962,-0.020159299765583345,0.192864302166881,-1.0,-0.028159199911379437,-0.009920439036097966,-0.5142043366277758,-0.026689193785794194,0.14579645145921472,-0.7187465834637856,-0.07141234240825396,0.19738691847240084,-0.5879755478100137,-0.03713661450245184,0.19129246266437883,-0.4856896298498694,-0.00048460897778293115,-0.006784676723134294,-0.4401222251277955,-0.08698714887916459,0.15543704796942223,-0.5723692044261831,-0.12221455675358651,0.21775907464258465,-0.4920585906855282,-0.10118946155626028,0.2243070028693531,-0.40984628721472144,-0.07641981580136249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taishakuten_in
0.0,0.0,0.0,0.12164502687826885,-0.1036787079947247,0.03221670712873771,0.17887949117735694,-0.2821330882573321,0.037373582212295295,0.2311813669944687,-0.4283669510491541,0.015367084535383735,0.26577035956171585,-0.535256201393989,0.0028448861168135064,0.07496666101807305,-0.522670042756444,0.08943658573500053,0.12650662047838604,-0.7248505906452279,0.08245906747143304,0.17335991629685546,-0.8480391213630503,0.0777153933300008,0.2061808680631831,-0.9299235451288892,0.06981990409085778,0.03214308476588606,-0.5349056261637707,0.03801786747123276,0.06968839720452556,-0.7928194095500527,0.004195241573612459,0.13559543174938327,-0.9124480744864709,-0.007605390047017931,0.19483874719677513,-1.0,-0.012275120314214055,-0.004905656922258494,-0.5103811684806187,-0.01918081326145731,0.15250508927794162,-0.7169078191724235,-0.06112098607122586,0.2037652537957941,-0.5861003752463987,-0.02177089253323366,0.19583671706504513,-0.48301863227591135,0.018520440910520262,-0.0012930009919254676,-0.4369786838671946,-0.07936971526284059,0.1640540073266718,-0.5692638585407129,-0.11329384165561888,0.2242718661196043,-0.4881540837150187,-0.09097488379038385,0.22855230312761604,-0.4054666130562914,-0.06486011840003467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taishakuten_in
0.0,0.0,0.0,0.12027734124730498,-0.11605230053968615,0.03355848559799477,0.17881407110704386,-0.2980738163621647,0.03896524712799298,0.22877521616581506,-0.4361080331128824,0.017478371049791306,0.26294071456884116,-0.5505385794060498,0.0047993258213872,0.0663657728692489,-0.5407367541829933,0.08974270407091982,0.125353731850553,-0.7401435302356804,0.08104365841853238,0.17388733438330994,-0.867036775083428,0.07550101211971792,0.21176110331548847,-0.9514868408062436,0.06825398791224913,0.02015270526381067,-0.5496594798372351,0.03586311440184601,0.05762595751219105,-0.8049017656170464,0.005231012523545854,0.12179385548812413,-0.9206867910943777,-0.0008736985720556928,0.18229105836785636,-1.0,-0.0005814898077663657,-0.013691566377632166,-0.518034786140899,-0.024441311930167995,0.15181097570478322,-0.7130098925965276,-0.06794048579252407,0.20199962489352277,-0.5840790803060065,-0.030972427861860035,0.1951801876979256,-0.47957525076112745,0.008775214459681224,-0.0038009853905348998,-0.43883556324692197,-0.08749788678332777,0.1635453443156774,-0.5785135252303016,-0.12239514334841996,0.21961177739320145,-0.4961401860221477,-0.09818925819341176,0.22246513483911723,-0.4074960685263603,-0.0700993005913852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taishakuten_in
0.0,0.0,0.0,0.11144789479096184,-0.11141606042626893,0.04008483709358623,0.1750080800691081,-0.2992823297981587,0.05126462115012177,0.22951115635489308,-0.44090830909788986,0.03455773843899723,0.26079000959747145,-0.5462325369216106,0.027311651082499295,0.0708411082189041,-0.5419386492125264,0.10049250471652243,0.12385472210814809,-0.7339176969841531,0.0959059445064485,0.17020784374450446,-0.8584562326791223,0.09056960640448693,0.20591478208537742,-0.9421438826105837,0.0807824418202498,0.02672693210834031,-0.5545466654271154,0.04364057217050427,0.05882626161445176,-0.8060148155918502,0.010240891712852588,0.12099677504666004,-0.9214015609628798,-0.002023412566311281,0.18025992848093772,-1.0,-0.0071373000618264225,-0.010907289397813155,-0.5255670679321047,-0.018571780808145408,0.1532806795561425,-0.7179178739131923,-0.060146205006307074,0.201047589981386,-0.5858930818387558,-0.02056181380262438,0.19225901868266326,-0.4844336387836457,0.01915782655694745,-0.005134336374259511,-0.44520298284067006,-0.0833844918001335,0.168921106583954,-0.5783593776070862,-0.11550558908030686,0.21885311109635908,-0.4921910767882749,-0.08938080344420088,0.21354552574971358,-0.4077557658965847,-0.06144644318880852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taishakuten_in
0.0,0.0,0.0,0.11954801724580678,-0.10877217687709034,0.040653132196744046,0.17930793663073658,-0.29046554101985655,0.050995710388211796,0.2337138369283346,-0.43089076653640096,0.033204946184322195,0.2643283384992665,-0.5400132547494314,0.02440994084815913,0.06960141509553554,-0.5329106851694219,0.1020936006751346,0.12120703407197884,-0.7306932346956286,0.10041556881056629,0.16649647301824003,-0.851121412794897,0.09599833011721598,0.20002693978201738,-0.9337909764117182,0.0870306659687199,0.02552582376224958,-0.5478200326942759,0.04611739323287313,0.06716832322059263,-0.7981133894628292,0.017053350728431033,0.1329812545043004,-0.9167861716555971,0.00207777031611546,0.19129704510649617,-1.0,-0.005856593443054044,-0.012220077808812735,-0.5230335860631141,-0.01465048277755885,0.155761777570701,-0.7156424515042271,-0.05274024754921939,0.20609262837305956,-0.5834019504576032,-0.01753217223184753,0.19777657337128227,-0.48103526996247625,0.018425400065320504,-0.006004188524000564,-0.4490550177861236,-0.07755522126536564,0.16740778231555067,-0.575364891343,-0.10827102771704865,0.22805003570118731,-0.4900012408670771,-0.08566403045818415,0.23315280274784328,-0.4056289439453329,-0.060394085729286805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taishakuten_in
0.0,0.0,0.0,0.1216356375571009,-0.11515124971398209,0.03881872850370805,0.1798356145357754,-0.2972124862245991,0.04695301238319525,0.23530004251663622,-0.4378858417018793,0.027742565023744514,0.2585591857007797,-0.5419659071315138,0.017731336253859878,0.06674337093973388,-0.5311143186008688,0.09484857878366752,0.1244617222756505,-0.7300401646444452,0.09157317826802283,0.17170565746742678,-0.8477486897698474,0.08723112240626356,0.20568869220685088,-0.9308624901218677,0.07848293800795718,0.021409438148015072,-0.5426043202684621,0.03988817722115873,0.0651399488903617,-0.7949026237029476,0.006459244452934728,0.13114615675686125,-0.9134027624657984,-0.008498666637436385,0.18870750537896605,-1.0,-0.015636123289066016,-0.014888391229384337,-0.5154221538254266,-0.019467589654956086,0.1509645479837347,-0.7136950235376732,-0.06069725960598179,0.20289083712864167,-0.5821575975091055,-0.02573162623382642,0.19473013952436966,-0.4805700622547864,0.01093598183933419,-0.005633983379090818,-0.4389282938080705,-0.08086684441756006,0.16734975581002406,-0.5693275667387975,-0.11200799373123006,0.22055297883863834,-0.48381944809869426,-0.08865198378248784,0.2166214902746378,-0.40032356117881385,-0.06275813544438327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taishakuten_in
